ID	label_en	synonym_en	label_ja	synonym_ja
NANDO:2200975	[小慢] Antley-Bixler syndrome	Antley-Bixler Syndrome Phenotype	[小慢] アントレー・ビクスラー症候群	Antley-Bixler症候群
NANDO:2200976	[小慢] Pfeiffer syndrome		[小慢] ファイファー症候群	Pfeiffer症候群
NANDO:2200977	[小慢] Coffin-Siris syndrome		[小慢] コフィン・シリス症候群	Coffin-Siris症候群
NANDO:2200978	[小慢] Simpson-Golabi-Behmel syndrome	SGS | SGBS	[小慢] シンプソン・ゴラビ・ベーメル症候群	Simpson-Golabi-Behmel症候群
NANDO:2200979	[小慢] Smith-Lemli-Opitz syndrome		[小慢] スミス・レムリ・オピッツ症候群	Smith-Lemli-Opitz症候群
NANDO:2200980	[小慢] Moebius syndrome	Möbius syndrome	[小慢] メビウス症候群	Moebius症候群
NANDO:2200981	[小慢] Mowat-Wilson syndrome		[小慢] モワット・ウィルソン症候群	Mowat-Wilson症候群
NANDO:2200982	[小慢] Young-Simpson syndrome		[小慢] ヤング・シンプソン症候群	Young-Simpson症候群
NANDO:2200983	[小慢] VATER syndrome		[小慢] VATER症候群	
NANDO:2200984	[小慢] MECP2 duplication syndrome		[小慢] MECP２重複症候群	
NANDO:2200985	[小慢] Takenouchi-Kosaki syndrome		[小慢] 武内・小崎症候群	
NANDO:2200986	[小慢] Oculocutaneous albinism	OCA	[小慢] 眼皮膚白皮症	先天性白皮症
NANDO:2200987	[小慢] Keratinopathic ichthyosis		[小慢] ケラチン症性魚鱗癬	
NANDO:2200988	[小慢] Autosomal dominant epidermolytic ichthyosis		[小慢] 常染色体優性表皮融解性魚鱗癬	
NANDO:2200989	[小慢] Autosomal recessive epidermolytic ichthyosis		[小慢] 常染色体劣性表皮融解性魚鱗癬	
NANDO:2200990	[小慢] Superficial epidermolytic ichthyosis		[小慢] 表在性表皮融解性魚鱗癬	
NANDO:2200991	[小慢] Autosomal recessive congenital ichthyosis		[小慢] 常染色体劣性遺伝性魚鱗癬	
NANDO:2200992	[小慢] Harlequin ichthyosis		[小慢] 道化師様魚鱗癬	
NANDO:2200993	[小慢] Netherton syndrome		[小慢] ネザートン症候群	Netherton症候群
NANDO:2200994	[小慢] Sjögren-Larsson syndrome	Sjogren-Larsson syndrome	[小慢] シェーグレン・ラルソン症候群	Sjögren-Larsson症候群
NANDO:2200995	[小慢] Other congenital ichthyoses		[小慢] 2から6までに掲げるもののほか、先天性魚鱗癬	
NANDO:2200996	[小慢] Keratitis-ichthyosis-deafness syndrome	KID syndrome	[小慢] KID症候群	
NANDO:2200997	[小慢] Dorfman-Chanarin syndrome	Chanarin-Dorfman Syndrome | Neutral lipid storage disease	[小慢] ドルフマン・シャナリン症候群	Dorfman-Chanarin症候群
NANDO:2200998	[小慢] CHILD syndrome	Congenital hemidysplasia with ichthyosiform nevus and limb defects	[小慢] CHILD症候群	
NANDO:2200999	[小慢] Ichthyosis-follicularis-atrichia-photophobia syndrome	IFAP syndrome | Ichthyosis follicularis, alopecia, and photophobia syndrome	[小慢] IFAP症候群	
NANDO:2201000	[小慢] Epidermolysis bullosa		[小慢] 表皮水疱症	
NANDO:2201001	[小慢] Pustular psoriasis	Generalized pustular psoriasis | GPP	[小慢] 膿疱性乾癬（汎発型）	
NANDO:2201002	[小慢] Xeroderma pigmentosum	XP	[小慢] 色素性乾皮症	
NANDO:2201003	[小慢] von Recklinghausen's disease	Neurofibromatosis type 1	[小慢] レックリングハウゼン病	神経線維腫症I型 | Recklinghausen病
NANDO:2201004	[小慢] Pachydermoperiostosis	PDP	[小慢] 肥厚性皮膚骨膜症	
NANDO:2201005	[小慢] Anhidrotic ectodermal dysplasia		[小慢] 無汗性外胚葉形成不全	
NANDO:2201006	[小慢] Stevens-Johnson syndrome	Toxic epidermal necrolysis | SJS	[小慢] スティーヴンス・ジョンソン症候群	Stevens-Johnson症候群 | 皮膚粘膜眼症候群
NANDO:2201007	[小慢] Toxic epidermal necrolysis	TEN	[小慢] 中毒性表皮壊死症	
NANDO:2201008	[小慢] Thoracic insufficiency syndrome		[小慢] 胸郭不全症候群	
NANDO:2201009	[小慢] Achondroplasia		[小慢] 軟骨無形成症	
NANDO:2201010	[小慢] Hypochondroplasia		[小慢] 軟骨低形成症	
NANDO:2201011	[小慢] Osteogenesis imperfecta		[小慢] 骨形成不全症	
NANDO:2201012	[小慢] Hypophosphatasia		[小慢] 低ホスファターゼ症	
NANDO:2201013	[小慢] Osteopetrosis		[小慢] 大理石骨病	
NANDO:2201014	[小慢] Multiple cartilaginous exostosis	Hereditary multiple exostosis	[小慢] 多発性軟骨性外骨腫症	
NANDO:2201015	[小慢] Enchondromatosis	Ollier disease | Osteochondromatosis | Dyschondroplasia	[小慢] 内軟骨腫症	
NANDO:2201016	[小慢] Type II collagenopathy		[小慢] 2型コラーゲン異常症関連疾患	
NANDO:2201017	[小慢] Chondrodysplasia punctata		[小慢] 点状軟骨異形成症	
NANDO:2201018	[小慢] Pseudoachondroplasia		[小慢] 偽性軟骨無形成症	
NANDO:2201019	[小慢] Larsen syndrome		[小慢] ラーセン症候群	Larsen症候群
NANDO:2201020	[小慢] Fibrodysplasia ossificans progressiva	FOP	[小慢] 進行性骨化性線維異形成症	
NANDO:2201021	[小慢] Transient receptor potential cation channel, vanilloid subfamily, member 4 -associated disorders	TRPV4-associated disorders	[小慢] ＴＲＰＶ４異常症	
NANDO:2201022	[小慢] Osteosclerotic diseases		[小慢] 骨硬化性疾患	
NANDO:2201023	[小慢] Pycnodysostosis		[小慢] 濃化異骨症	
NANDO:2201024	[小慢] Osteopoikilosis		[小慢] 骨斑紋症	
NANDO:2201025	[小慢] Osteopathia striata		[小慢] 骨線状症	
NANDO:2201026	[小慢] Beals syndrome	Congenital contractural arachnodactyly	[小慢] ビールズ症候群	Beals症候群 | 遠位型多発性関節拘縮症9型
NANDO:2201027	[小慢] Blue rubber bleb nevus syndrome		[小慢] 青色ゴムまり様母斑症候群	Bean症候群
NANDO:2201028	[小慢] Gigantic venous malformation	Huge venous malformation	[小慢] 巨大静脈奇形	
NANDO:2201029	[小慢] Huge arteriovenous malformation	Gigantic arteriovenous malformation	[小慢] 巨大動静脈奇形	
NANDO:2201030	[小慢] Klippel-Trenaunay-Weber syndrome	Klippel–Trénaunay syndrome	[小慢] クリッペル・トレノネー・ウェーバー症候群	Klippel-Trenanay-Weber症候群
NANDO:2201031	[小慢] Primary lymphedema		[小慢] 原発性リンパ浮腫	
NANDO:2201032	[小慢] Lymphangioma		[小慢] リンパ管腫	
NANDO:2201033	[小慢] Lymphangiomatosis		[小慢] リンパ管腫症	
NANDO:2201034	[小慢] Hereditary hemorrhagic telangiectasia	HHT | Osler-Weber-Rendu disease | Hereditary haemorrhagic telangiectasia	[小慢] 遺伝性出血性末梢血管拡張症	オスラー病
NANDO:2201035	[小慢] Kasabach-Merritt syndrome		[小慢] カサバッハ・メリット症候群 	Kasabach-Merritt症候群 
NANDO:2201036	[小慢] Unilateral retinoblastoma (right)		[小慢] 片側性網膜芽細胞腫（右）	
NANDO:2201037	[小慢] Unilateral retinoblastoma (left)		[小慢] 片側性網膜芽細胞腫（左）	
NANDO:2201038	[小慢] Bilateral retinoblastoma		[小慢] 両側性網膜芽細胞腫	
NANDO:2201039	[小慢] Bronchial stenosis		[小慢] 気管支狭窄症	
NANDO:2201040	[小慢] Bronchomalacia		[小慢] 気管支軟化症	
NANDO:2201041	[小慢] Hypertrophic nonobstructive cardiomyopathy		[小慢] 非閉塞性肥大型心筋症	
NANDO:2201042	[小慢] Hypertrophic obstructive cardiomyopathy		[小慢] 閉塞性肥大型心筋症	
NANDO:2201043	[小慢] Dilated phase of hypertrophic cardiomyopathy		[小慢] 拡張相肥大型心筋症	
NANDO:2201044	[小慢] Coronary aneurysms complicated with Kawasaki disease (typical Kawasaki disease)		[小慢] 川崎病性冠動脈瘤（定型例川崎病）	
NANDO:2201045	[小慢] Coronary aneurysms complicated with Kawasaki disease (abortive Kawasaki disease)		[小慢] 川崎病性冠動脈瘤（不全型川崎病）	
NANDO:2201046	[小慢] Idiopathic pulmonary arterial hypertension	IPAH	[小慢] 特発性肺動脈性肺高血圧症	
NANDO:2201047	[小慢] Familial pulmonary arterial hypertension	hereditary pulmonary arterial hypertension	[小慢] 家族性肺動脈性肺高血圧症	
NANDO:2201048	[小慢] Secondary pulmonary arterial hypertension		[小慢] 二次性肺動脈性肺高血圧症	
NANDO:2201049	[小慢] Idiopathic central diabetes insipidus		[小慢] 特発性中枢性尿崩症	
NANDO:2201050	[小慢] Familial central diabetes insipidus		[小慢] 家族性中枢性尿崩症	
NANDO:2201051	[小慢] Secondary central diabetes insipidus		[小慢] 続発性中枢性尿崩症	
NANDO:2201052	[小慢] Multiple endocrine neoplasia type 2A	MEN 2A | MEN type 2A	[小慢] MEN2A	多発性内分泌腫瘍2A型
NANDO:2201053	[小慢] Multiple endocrine neoplasia type 2B	MEN 2B | MEN type 2B	[小慢] MEN2B	多発性内分泌腫瘍2B型
NANDO:2201054	[小慢] Medullary thyroid carcinoma	FMTC	[小慢] 家族性甲状腺髄様癌	FMTC
NANDO:2201055	[小慢] Systemic juvenile idiopathic arthritis	sJIA	[小慢] 若年性特発性関節炎（全身型）	全身型若年性特発性関節炎
NANDO:2201056	[小慢] Oligoarticular juvenile idiopathic arthritis	oligoarthritis	[小慢] 若年性特発性関節炎（少関節炎）	少関節型若年性特発性関節炎
NANDO:2201057	[小慢] Rheumatoid factor-negative juvenile idiopathic arthritis		[小慢] 若年性特発性関節炎（リウマトイド因子陰性多関節炎）	
NANDO:2201058	[小慢] Rheumatoid factor-positive juvenile idiopathic arthritis		[小慢] 若年性特発性関節炎（リウマトイド因子陽性多関節炎）	
NANDO:2201059	[小慢] Psoriatic juvenile idiopathic arthritis		[小慢] 若年性特発性関節炎（乾癬性関節炎）	関節症性乾癬
NANDO:2201060	[小慢] Enthesitis-related juvenile idiopathic arthritis		[小慢] 若年性特発性関節炎（付着部炎関連関節炎）	
NANDO:2201061	[小慢] Unclassifiable Juvenile idiopathic arthritis		[小慢] 若年性特発性関節炎（分類不能関節炎）	
NANDO:2201062	[小慢] Takayasu arteritis with occlusion of aortic arch		[小慢] 弓分岐閉塞型高安動脈炎	
NANDO:2201063	[小慢] Atypical coarctation type Takayasu arteritis		[小慢] 異型大動脈縮窄型高安動脈炎	
NANDO:2201064	[小慢] Mixed-type Takayasu arteritis		[小慢] 混合型高安動脈炎	
NANDO:2201065	[小慢] Dilated type Takayasu arteritis		[小慢] 拡張型高安動脈炎	高安動脈炎（動脈瘤型）
NANDO:2201066	[小慢] Chronic infantile neurological cutaneous articular syndrome	CINCA syndrome	[小慢] 慢性乳児神経皮膚関節症候群	CINCA症候群
NANDO:2201067	[小慢] Muckle-Wells syndrome		[小慢] マックル・ウェルズ症候群	Muckle-Wells症候群
NANDO:2201068	[小慢] familial cold autoinflammatory syndrome	FCAS	[小慢] 家族性寒冷自己炎症症候群	家族性寒冷蕁麻疹
NANDO:2201069	[小慢] Maturity-onset diabetes of the young type 1	MODY1 | HNF4A-MODY	[小慢] MODY1	若年発症成人型糖尿病1型
NANDO:2201070	[小慢] Maturity-onset diabetes of the young type 2	MODY2 | GCK-MODY	[小慢] MODY2	若年発症成人型糖尿病2型
NANDO:2201071	[小慢] Maturity-onset diabetes of the young type 3	MODY3 | HNF1A-MODY	[小慢] MODY3	若年発症成人型糖尿病3型
NANDO:2201072	[小慢] Maturity-onset diabetes of the young type 4	MODY4 | PDX1-MODY	[小慢] MODY4	若年発症成人型糖尿病4型
NANDO:2201073	[小慢] Maturity-onset diabetes of the young type 5	MODY5 | HNF1B-MODY	[小慢] MODY5	若年発症成人型糖尿病5型
NANDO:2201074	[小慢] Other maturity-onset diabetes of the young		[小慢] 若年発症成人型糖尿病（その他）	
NANDO:2201075	[小慢] Phenylalanine hydroxylase deficiency	PAH deficiency	[小慢] フェニルアラニン水酸化酵素欠損症	PAH欠損症
NANDO:2201077	[小慢] BH4-responsive hyperphenylalaninemia	BH4-responsive hyperphenylalaninaemia | Tetrahydrobiopterin-responsive hyperphenylalaninemia	[小慢] BH4反応性高フェニルアラニン血症	
NANDO:2201078	[小慢] Classic form maple syrup urine disease	classic MSUD	[小慢] 古典型メープルシロップ尿症	
NANDO:2201079	[小慢] Intermediate maple syrup urine disease		[小慢] 中間型メープルシロップ尿症	
NANDO:2201080	[小慢] Intermittent maple syrup urine disease		[小慢] 間欠型メープルシロップ尿症	
NANDO:2201081	[小慢] Thiamine-responsive maple syrup urine disease		[小慢] チアミン反応型メープルシロップ尿症	
NANDO:2201082	[小慢] Chronic progressive homocystinuria		[小慢] 慢性進行型ホモシスチン尿症	
NANDO:2201083	[小慢] vitamin B6-responsive homocystinuria		[小慢] ビタミンB6反応型ホモシスチン尿症	
NANDO:2201084	[小慢] Presymptomatic N-acetylglutamate synthetase deficiency	NAGS deficiency | NAGSD	[小慢] 発症前型N-アセチルグルタミン酸合成酵素欠損症	
NANDO:2201085	[小慢] Neonatal-onset N-acetylglutamate synthetase deficiency		[小慢] 新生児期発症型N-アセチルグルタミン酸合成酵素欠損症	
NANDO:2201086	[小慢] Late-onset N-acetylglutamate synthetase deficiency	late-onset NAGSD	[小慢] 遅発型N-アセチルグルタミン酸合成酵素欠損症	
NANDO:2201087	[小慢] Presymptomatic carbamoylphosphate synthetase deficiency		[小慢] 発症前型カルバミルリン酸合成酵素欠損症	
NANDO:2201088	[小慢] Neonatal-onset carbamoyl phosphate synthetase deficiency		[小慢] 新生児期発症型カルバミルリン酸合成酵素欠損症	
NANDO:2201089	[小慢] Late-onset carbamoylphosphate synthetase deficiency		[小慢] 遅発型カルバミルリン酸合成酵素欠損症	
NANDO:2201090	[小慢] Presymptomatic ornitine transcarbamylase deficiency		[小慢] 発症前型オルニチントランスカルバミラーゼ欠損症	
NANDO:2201091	[小慢] Neonatal-onset ornitine transcarbamylase deficiency		[小慢] 新生児期発症型オルニチントランスカルバミラーゼ欠損症	
NANDO:2201092	[小慢] Late-onset ornitine transcarbamylase deficiency		[小慢] 遅発型オルニチントランスカルバミラーゼ欠損症	
NANDO:2201093	[小慢] Presymptomatic argininosuccinate synthetase deficiency		[小慢] 発症前型アルギニノコハク酸合成酵素欠損症	
NANDO:2201094	[小慢] Neonatal-onset argininosuccinate synthetase deficiency	neonatal-onset ASD	[小慢] 新生児期発症型アルギニノコハク酸合成酵素欠損症	
NANDO:2201095	[小慢] Late-onset argininosuccinate synthetase deficiency		[小慢] 遅発型アルギニノコハク酸合成酵素欠損症	
NANDO:2201096	[小慢] Presymptomatic argininosuccinic aciduria		[小慢] 発症前型アルギニノコハク酸尿症	
NANDO:2201097	[小慢] Neonatal-onset argininosuccinic aciduria		[小慢] 新生児期発症型アルギニノコハク酸尿症	
NANDO:2201098	[小慢] Late-onset argininosuccinic aciduria	late-onset ASA	[小慢] 遅発型アルギニノコハク酸尿症	
NANDO:2201099	[小慢] Presymptomatic hyperargininemia	Presymptomatic hyperargininaemia	[小慢] 発症前型高アルギニン血症	
NANDO:2201100	[小慢] Neonatal-onset hyperargininemia	Neonatal-onset hyperargininaemia	[小慢] 新生児期発症型高アルギニン血症	
NANDO:2201101	[小慢] Late-onset hyperarginemia	Late-onset hyperarginaemia	[小慢] 遅発型高アルギニン血症	
NANDO:2201102	[小慢] Presymptomatic methylmalonic acidemia	Presymptomatic methylmalonic acidaemia	[小慢] 発症前型メチルマロン酸血症	
NANDO:2201103	[小慢] Acute-onset methylmalonic acidemia	Acute-onset methylmalonic acidaemia	[小慢] 急性発症型メチルマロン酸血症	
NANDO:2201104	[小慢] Methylmalonic acidemia, chronic progressive form	Methylmalonic acidaemia, chronic progressive form	[小慢] 慢性進行型メチルマロン酸血症	
NANDO:2201105	[小慢] Methylmalonic acidemia cblA type	Methylmalonic acidaemia cblA type	[小慢] コバラミン代謝異常 cblA	
NANDO:2201106	[小慢] Methylmalonic acidemia cblB type	Methylmalonic acidaemia cblB type	[小慢] コバラミン代謝異常 cblB	
NANDO:2201107	[小慢] Methylmalonic aciduria and homocystinuria, cblC type		[小慢] コバラミン代謝異常 cblC	
NANDO:2201108	[小慢] Methylmalonic acidemia CblD type	Methylmalonic acidaemia CblD type	[小慢] コバラミン代謝異常 cblD	
NANDO:2201109	[小慢] Methylcobalamin deficiency cblE type 		[小慢] コバラミン代謝異常 cblE	
NANDO:2201110	[小慢] Methylmalonic acidemia and homocystinuria cblF type	Methylmalonic acidaemia and homocystinuria cblF type	[小慢] コバラミン代謝異常 cblF	
NANDO:2201111	[小慢] Methylcobalamin deficiency cblG type 		[小慢] コバラミン代謝異常 cblG	
NANDO:2201112	[小慢] Presymptomatic propionic acidemia	Presymptomatic propionic acidaemia	[小慢] 発症前型プロピオン酸血症	
NANDO:2201113	[小慢] Acute-onset propionic acidemia	Acute-onset propionic acidaemia	[小慢] 急性発症型プロピオン酸血症	
NANDO:2201114	[小慢] Propionic acidemia, chronic progressive form	Propionic acidaemia, chronic progressive form	[小慢] 慢性進行型プロピオン酸血症	
NANDO:2201115	[小慢] Propionic acidemia, intermittent late onset form	Propionic acidaemia, intermittent late onset form	[小慢] 最軽症型プロピオン酸血症	
NANDO:2201116	[小慢] Presymptomatic isovaleric acidemia	Presymptomatic isovaleric acidaemia	[小慢] 発症前型イソ吉草酸血症	
NANDO:2201117	[小慢] Acute-onset isovaleric acidemia	Acute-onset isovaleric acidaemia	[小慢] 急性発症型イソ吉草酸血症	
NANDO:2201118	[小慢] Isovaleric acidemia, chronic progressive form	Isovaleric acidaemia, chronic progressive form	[小慢] 慢性進行型イソ吉草酸血症	
NANDO:2201119	[小慢] Presymptomatic 3-hydroxy-3-methylglutaric acidemia	Presymptomatic 3-hydroxy-3-methylglutaric acidaemia | HMG-CoA lyase deficiency	[小慢] 発症前型3-ヒドロキシ-3-メチルグルタル酸血症	
NANDO:2201120	[小慢] Acute-onset 3-hydroxy-3-methylglutaric acidemia	Acute-onset 3-hydroxy-3-methylglutaric acidaemia	[小慢] 急性発症型3-ヒドロキシ-3-メチルグルタル酸血症	
NANDO:2201121	[小慢] presymptomatic multiple carboxylase deficiency		[小慢] 発症前型複合カルボキシラーゼ欠損症	
NANDO:2201122	[小慢] Acute-onset multiple carboxylase deficiency		[小慢] 急性発症型複合カルボキシラーゼ欠損症	
NANDO:2201123	[小慢] Chronic progressive multiple carboxylase deficiency		[小慢] 慢性進行型複合カルボキシラーゼ欠損症	
NANDO:2201124	[小慢] Presymptomatic glutaric acidemia type 1	Presymptomatic glutaric acidaemia type 1	[小慢] 発症前型グルタル酸血症１型	
NANDO:2201125	[小慢] Acute-onset glutaric acidemia type 1	Acute-onset glutaric acidaemia type 1	[小慢] 急性発症型グルタル酸血症１型	
NANDO:2201126	[小慢] Glutaric acidemia type 1, chronic progressive form	Glutaric acidaemia type 1, chronic progressive form	[小慢] 慢性進行型グルタル酸血症１型	
NANDO:2201127	[小慢] Presymptomatic carnitine palmitoyltransferase I deficiency		[小慢] 発症前型カルニチンパルミトイルトランスフェラーゼI欠損症	
NANDO:2201128	[小慢] Neonatal-onset carnitine palmitoyltransferase I deficiency		[小慢] 新生児期発症型カルニチンパルミトイルトランスフェラーゼI欠損症	
NANDO:2201129	[小慢] Infantile-onset carnitine palmitoyl transferase I deficiency		[小慢] 乳児期発症型カルニチンパルミトイルトランスフェラーゼI欠損症	
NANDO:2201130	[小慢] Late-onset carnitine palmitoyltransferase I deficiency		[小慢] 遅発型カルニチンパルミトイルトランスフェラーゼI欠損症	
NANDO:2201131	[小慢] Presymptomatic carnitine palmitoyltransferase II deficiency		[小慢] 発症前型カルニチンパルミトイルトランスフェラーゼII欠損症	
NANDO:2201132	[小慢] Neonatal-onset carnitine palmitoyltransferase II deficiency		[小慢] 新生児期発症型カルニチンパルミトイルトランスフェラーゼII欠損症	
NANDO:2201133	[小慢] Infantile-onset carnitine palmitoyl transferase II deficiency	CPT II deficiency	[小慢] 乳児期発症型カルニチンパルミトイルトランスフェラーゼII欠損症	
NANDO:2201134	[小慢] Late-onset carnitine palmitoyltransferase II deficiency		[小慢] 遅発型カルニチンパルミトイルトランスフェラーゼII欠損症	
NANDO:2201135	[小慢] Presymptomatic carnitine-acylcarnitine translocase deficiency		[小慢] 発症前型カルニチンアシルカルニチントランスロカーゼ欠損症	
NANDO:2201136	[小慢] Neonatal-onset carnitine-acylcarnitine translocase deficiency	neonatal-onset CACT deficiency	[小慢] 新生児期発症型カルニチンアシルカルニチントランスロカーゼ欠損症	
NANDO:2201137	[小慢] Infantile-onset carnitine-acylcarnitine translocase deficiency		[小慢] 乳児期発症型カルニチンアシルカルニチントランスロカーゼ欠損症	
NANDO:2201138	[小慢] Late-onset carnitine-acylcarnitine translocase deficiency		[小慢] 遅発型カルニチンアシルカルニチントランスロカーゼ欠損症	
NANDO:2201139	[小慢] Presymptomatic very-long-chain acyl-CoA dehydrogenase deficiency	presymptomatic VLCAD deficiency	[小慢] 発症前型極長鎖アシルCoA脱水素酵素欠損症	
NANDO:2201140	[小慢] Neonatal-onset very-long-chain acyl-CoA dehydrogenase deficiency		[小慢] 新生児期発症型極長鎖アシルCoA脱水素酵素欠損症	
NANDO:2201141	[小慢] Infant-onset very-long-chain acyl-CoA dehydrogenase deficiency		[小慢] 乳児期発症型極長鎖アシルCoA脱水素酵素欠損症	
NANDO:2201142	[小慢] Late-onset very-long-chain acyl-CoA dehydrogenase deficiency		[小慢] 遅発型極長鎖アシルCoA脱水素酵素欠損症	
NANDO:2201143	[小慢] Presymptomatic medium-chain acyl-CoA dehydrogenase  deficiency		[小慢] 発症前型中鎖アシルCoA脱水素酵素欠損症	
NANDO:2201144	[小慢] Neonatal-onset medium-chain acyl-CoA dehydrogenase  deficiency		[小慢] 新生児期発症型中鎖アシルCoA脱水素酵素欠損症	
NANDO:2201145	[小慢] Infant-onset medium-chain acyl-CoA dehydrogenase  deficiency		[小慢] 乳児期発症型中鎖アシルCoA脱水素酵素欠損症	
NANDO:2201146	[小慢] Late-onset medium-chain acyl-CoA dehydrogenase  deficiency		[小慢] 遅発型中鎖アシルCoA脱水素酵素欠損症	
NANDO:2201147	[小慢] Presymptomatic trifunctional protein deficiency	 TFP deficiency	[小慢] 発症前型三頭酵素欠損症	
NANDO:2201148	[小慢] Trifunctional protein deficiency, lethal type		[小慢] 新生児期発症型三頭酵素欠損症	
NANDO:2201149	[小慢] Trifunctional protein deficiency, intermediate type		[小慢] 乳幼児期発症型三頭酵素欠損症	Reye様症候群
NANDO:2201150	[小慢] Trifunctional protein deficiency, myopathic type	Trifunctional protein deficiency, late adult-onset	[小慢] 遅発型三頭酵素欠損症	
NANDO:2201151	[小慢] Glycogen storage disease type 0a	GSD type 0a	[小慢] 糖原病0a型	
NANDO:2201152	[小慢] Glycogen storage disease type 0b	GSD type 0b	[小慢] 糖原病0b型	
NANDO:2201153	[小慢] Glycogen storage disease type 1a	GSD Ia	[小慢] 糖原病Ia型	
NANDO:2201154	[小慢] Glycogen storage disease type 1b	GSD Ib	[小慢] 糖原病Ib型	
NANDO:2201155	[小慢] Glycogen storage disease type 3a	GSD IIIa	[小慢] 糖原病IIIa型	糖原病III型（肝筋型）
NANDO:2201156	[小慢] Glycogen storage disease type 3b	GSD IIIb	[小慢] 糖原病IIIb型	糖原病III型（肝型）
NANDO:2201157	[小慢] Glycogen storage disease type 3c	GSD IIId | isolated transferase deficiency	[小慢] 糖原病IIId型	α－1,4－グルカントランスフェラーゼ単独欠損症 | 糖原病（肝筋型、α－1,4－グルカントランスフェラーゼ単独欠損症）
NANDO:2201158	[小慢] Glycogen storage disease type 3d	GSD IIId	[小慢] 糖原病IIId型	α -1,4-グルカントランスフェラーゼ単独欠損症
NANDO:2201159	[小慢] Glycogen storage disease type IV, hepatic form	Hepatic type of GSD IV	[小慢] 肝型糖原病IV型	重症肝硬変型糖原病IV型
NANDO:2201160	[小慢] Glycogen storage disease type IV, non-progressive hepatic form	non-progressive hepatic type of GSD IV	[小慢] 非進行性肝型糖原病IV型	
NANDO:2201161	[小慢] Glycogen storage disease type IV, fatal neuromuscular form	fatal perinatal neuromuscular type of GSD IV	[小慢] 致死性神経・筋型糖原病IV型	
NANDO:2201162	[小慢] Glycogen storage disease type IV, childhood combined hepatic and myopathic form		[小慢] 幼児筋・肝型糖原病IV型	
NANDO:2201163	[小慢] Glycogen storage disease type IV, adult form		[小慢] 成人型糖原病IV型	ポリグルコサン小胞体病
NANDO:2201164	[小慢] Glycogen storage disease type IXa	X-linked liver glycogenosis | XLG | Glycogen storage disease type IX a	[小慢] 糖原病IXa型	X連鎖性肝型糖原病
NANDO:2201165	[小慢] Glycogen storage disease type IXb	GSD IXb | PHKB-Related Phosphorylase Kinase Deficiency | Glycogen storage disease type IX b	[小慢] 糖原病IXb型	肝筋型糖原病Ⅸ型
NANDO:2201166	[小慢] Glycogen storage disease type IXc	GSD IXc | PHKG2-Related Phosphorylase Kinase Deficiency | Glycogen storage disease type IX c	[小慢] 糖原病IXc型	
NANDO:2201167	[小慢] Glycogen storage disease type IXd	GSD IXd | PHKA1-Related Phosphorylase Kinase Deficiency	[小慢] 糖原病IXd型	筋型糖原病Ⅸ型
NANDO:2201168	[小慢] Hurler Disease	Hurler's disease	[小慢] Hurler病	
NANDO:2201169	[小慢] Scheie  disease		[小慢] Scheie病	
NANDO:2201170	[小慢] Hurler-Scheie disease		[小慢] Hurler-Scheie病	
NANDO:2201171	[小慢] Mucopolysaccharidosis type II, attenuated form	MPS IIB	[小慢] 軽症型ムコ多糖症II型	
NANDO:2201172	[小慢] Mucopolysaccharidosis type II, intermediate form		[小慢] 中間型ムコ多糖症II型	
NANDO:2201173	[小慢] Mucopolysaccharidosis type II, severe form	MPS IIA	[小慢] 重症型ムコ多糖症II型	
NANDO:2201174	[小慢] Mucopolysaccharidosis type III A	Sanfilippo syndrome type A | MPS IIIA	[小慢] A型ムコ多糖症III型	heparan N-sylfatase欠損症
NANDO:2201175	[小慢] Mucopolysaccharidosis type III B	Sanfilippo syndrome type B | MPS IIIB	[小慢] B型ムコ多糖症III型	acetylglucosaminidase欠損症
NANDO:2201176	[小慢] Mucopolysaccharidosis type III C	Sanfilippo syndrome type C | MPS IIIC	[小慢] C型ムコ多糖症III型	acetylCoA:α-glucosaminide acetyltransferase欠損症
NANDO:2201177	[小慢] Mucopolysaccharidosis type III D	Sanfilippo syndrome type D | MPS IIID	[小慢] D型ムコ多糖症III型	
NANDO:2201178	[小慢] Mucopolysaccharidosis type IV A	MPS IVA | Morquio syndrome type A	[小慢] A型ムコ多糖症IV型	モルキオ症候群A型 | ムコ多糖症IV型A型
NANDO:2201179	[小慢] Mucopolysaccharidosis type IV B	MPS IVB | Morquio syndrome B	[小慢] B型ムコ多糖症IV型	モルキオ症候群B型 | ムコ多糖症IV型B型
NANDO:2201180	[小慢] Mucopolysaccharidosis type VI, mild form		[小慢] 軽症型ムコ多糖症VI型	マロトー・ラミー症候群 | マロトー・ラミー病 | Maroteaux-Lamy症候群
NANDO:2201181	[小慢] Mucopolysaccharidosis type VI, intermediate form		[小慢] 中間型ムコ多糖症VI型	マロトー・ラミー症候群 | マロトー・ラミー病 | Maroteaux-Lamy症候群
NANDO:2201182	[小慢] Mucopolysaccharidosis type VI, severe form		[小慢] 重症型ムコ多糖症VI型	マロトー・ラミー症候群 | マロトー・ラミー病 | Maroteaux-Lamy症候群
NANDO:2201183	[小慢] Mucopolysaccharidosis type VII, severe neonatal form		[小慢] 新生児型ムコ多糖症VII型	
NANDO:2201184	[小慢] Mucopolysaccharidosis type VII, mild form		[小慢] 軽症型ムコ多糖症VII型	
